C:\Users\Admin\Desktop\CNAP\dan\AA19_metal_stability_310125_Admin, SYBR Green, 01-31-2025, 17Hr 10Min.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 1	P	 1	19	SypO2	 70	     1775	93.9
 1	P	 1	19	SypO2	 70	     1776	93.7
 1	P	 1	19	SypO2	 71	     1774	94.9
 1	P	 1	19	SypO2	 71	     1769	94.9
 1	P	 1	19	SypO2	 71	     1769	94.7
 1	P	 1	29	SypO2	  1	     1764	24.8
 1	P	 1	29	SypO2	  1	     1763	24.8
 1	P	 1	29	SypO2	  1	     1763	25.0
 1	P	 1	29	SypO2	  2	     1761	25.6
 1	P	 1	29	SypO2	  2	     1765	25.6
 1	P	 1	29	SypO2	  2	     1769	25.6
 1	P	 1	29	SypO2	  3	     1763	26.8
 1	P	 1	29	SypO2	  3	     1765	26.8
 1	P	 1	29	SypO2	  3	     1763	27.0
 1	P	 1	29	SypO2	  4	     1767	28.0
 1	P	 1	29	SypO2	  4	     1761	27.8
 1	P	 1	29	SypO2	  4	     1761	27.8
 1	P	 1	29	SypO2	  5	     1762	29.0
 1	P	 1	29	SypO2	  5	     1756	28.8
 1	P	 1	29	SypO2	  5	     1759	28.8
 1	P	 1	29	SypO2	  6	     1756	30.0
 1	P	 1	29	SypO2	  6	     1759	30.0
 1	P	 1	29	SypO2	  6	     1759	29.8
 1	P	 1	29	SypO2	  7	     1760	31.0
 1	P	 1	29	SypO2	  7	     1756	31.0
 1	P	 1	29	SypO2	  7	     1760	30.8
 1	P	 1	29	SypO2	  8	     1757	31.8
 1	P	 1	29	SypO2	  8	     1758	31.8
 1	P	 1	29	SypO2	  8	     1756	31.8
 1	P	 1	29	SypO2	  9	     1757	32.7
 1	P	 1	29	SypO2	  9	     1757	32.8
 1	P	 1	29	SypO2	  9	     1758	32.8
 1	P	 1	29	SypO2	 10	     1758	33.8
 1	P	 1	29	SypO2	 10	     1754	33.8
 1	P	 1	29	SypO2	 10	     1756	33.8
 1	P	 1	29	SypO2	 11	     1755	34.8
 1	P	 1	29	SypO2	 11	     1758	34.8
 1	P	 1	29	SypO2	 11	     1754	34.8
 1	P	 1	29	SypO2	 12	     1754	36.0
 1	P	 1	29	SypO2	 12	     1754	35.8
 1	P	 1	29	SypO2	 12	     1756	35.8
 1	P	 1	29	SypO2	 13	     1752	36.8
 1	P	 1	29	SypO2	 13	     1752	36.8
 1	P	 1	29	SypO2	 13	     1752	36.8
 1	P	 1	29	SypO2	 14	     1755	37.7
 1	P	 1	29	SypO2	 14	     1756	37.7
 1	P	 1	29	SypO2	 14	     1754	37.7
 1	P	 1	29	SypO2	 15	     1754	38.8
 1	P	 1	29	SypO2	 15	     1756	38.7
 1	P	 1	29	SypO2	 15	     1755	38.7
 1	P	 1	29	SypO2	 16	     1754	39.7
 1	P	 1	29	SypO2	 16	     1751	39.7
 1	P	 1	29	SypO2	 16	     1754	39.7
 1	P	 1	29	SypO2	 17	     1754	40.8
 1	P	 1	29	SypO2	 17	     1753	40.8
 1	P	 1	29	SypO2	 17	     1751	40.7
 1	P	 1	29	SypO2	 18	     1754	41.7
 1	P	 1	29	SypO2	 18	     1757	41.7
 1	P	 1	29	SypO2	 18	     1755	41.7
 1	P	 1	29	SypO2	 19	     1752	42.7
 1	P	 1	29	SypO2	 19	     1758	42.7
 1	P	 1	29	SypO2	 19	     1758	42.8
 1	P	 1	29	SypO2	 20	     1757	43.7
 1	P	 1	29	SypO2	 20	     1757	43.7
 1	P	 1	29	SypO2	 20	     1756	43.7
 1	P	 1	29	SypO2	 21	     1760	45.0
 1	P	 1	29	SypO2	 21	     1756	44.8
 1	P	 1	29	SypO2	 21	     1757	44.8
 1	P	 1	29	SypO2	 22	     1760	45.8
 1	P	 1	29	SypO2	 22	     1762	45.8
 1	P	 1	29	SypO2	 22	     1762	45.7
 1	P	 1	29	SypO2	 23	     1763	46.7
 1	P	 1	29	SypO2	 23	     1763	46.7
 1	P	 1	29	SypO2	 23	     1764	46.7
 1	P	 1	29	SypO2	 24	     1767	48.0
 1	P	 1	29	SypO2	 24	     1770	47.8
 1	P	 1	29	SypO2	 24	     1769	47.7
 1	P	 1	29	SypO2	 25	     1776	48.8
 1	P	 1	29	SypO2	 25	     1778	48.8
 1	P	 1	29	SypO2	 25	     1777	48.7
 1	P	 1	29	SypO2	 26	     1789	49.7
 1	P	 1	29	SypO2	 26	     1786	49.7
 1	P	 1	29	SypO2	 26	     1790	49.7
 1	P	 1	29	SypO2	 27	     1808	51.0
 1	P	 1	29	SypO2	 27	     1812	50.8
 1	P	 1	29	SypO2	 27	     1815	50.7
 1	P	 1	29	SypO2	 28	     1846	51.8
 1	P	 1	29	SypO2	 28	     1852	51.8
 1	P	 1	29	SypO2	 28	     1855	51.7
 1	P	 1	29	SypO2	 29	     1911	52.8
 1	P	 1	29	SypO2	 29	     1919	52.7
 1	P	 1	29	SypO2	 29	     1931	52.7
 1	P	 1	29	SypO2	 30	     2009	54.0
 1	P	 1	29	SypO2	 30	     2023	53.8
 1	P	 1	29	SypO2	 30	     2032	53.7
 1	P	 1	29	SypO2	 31	     2150	55.0
 1	P	 1	29	SypO2	 31	     2162	54.8
 1	P	 1	29	SypO2	 31	     2183	54.7
 1	P	 1	29	SypO2	 32	     2319	56.0
 1	P	 1	29	SypO2	 32	     2329	55.7
 1	P	 1	29	SypO2	 32	     2347	55.7
 1	P	 1	29	SypO2	 33	     2444	57.1
 1	P	 1	29	SypO2	 33	     2476	56.8
 1	P	 1	29	SypO2	 33	     2483	56.7
 1	P	 1	29	SypO2	 34	     2543	58.0
 1	P	 1	29	SypO2	 34	     2553	57.8
 1	P	 1	29	SypO2	 34	     2568	57.7
 1	P	 1	29	SypO2	 35	     2574	59.0
 1	P	 1	29	SypO2	 35	     2588	58.8
 1	P	 1	29	SypO2	 35	     2589	58.7
 1	P	 1	29	SypO2	 36	     2579	60.1
 1	P	 1	29	SypO2	 36	     2585	59.8
 1	P	 1	29	SypO2	 36	     2593	59.7
 1	P	 1	29	SypO2	 37	     2555	61.0
 1	P	 1	29	SypO2	 37	     2561	60.8
 1	P	 1	29	SypO2	 37	     2572	60.7
 1	P	 1	29	SypO2	 38	     2531	62.1
 1	P	 1	29	SypO2	 38	     2527	62.0
 1	P	 1	29	SypO2	 38	     2531	61.7
 1	P	 1	29	SypO2	 39	     2497	63.1
 1	P	 1	29	SypO2	 39	     2507	62.8
 1	P	 1	29	SypO2	 39	     2504	62.7
 1	P	 1	29	SypO2	 40	     2454	64.0
 1	P	 1	29	SypO2	 40	     2464	63.8
 1	P	 1	29	SypO2	 40	     2466	63.7
 1	P	 1	29	SypO2	 41	     2421	64.9
 1	P	 1	29	SypO2	 41	     2416	64.7
 1	P	 1	29	SypO2	 41	     2418	64.7
 1	P	 1	29	SypO2	 42	     2388	66.0
 1	P	 1	29	SypO2	 42	     2382	65.9
 1	P	 1	29	SypO2	 42	     2383	65.7
 1	P	 1	29	SypO2	 43	     2339	67.0
 1	P	 1	29	SypO2	 43	     2348	67.0
 1	P	 1	29	SypO2	 43	     2343	66.9
 1	P	 1	29	SypO2	 44	     2299	67.9
 1	P	 1	29	SypO2	 44	     2307	67.9
 1	P	 1	29	SypO2	 44	     2309	67.7
 1	P	 1	29	SypO2	 45	     2278	69.0
 1	P	 1	29	SypO2	 45	     2278	68.9
 1	P	 1	29	SypO2	 45	     2283	68.7
 1	P	 1	29	SypO2	 46	     2245	70.0
 1	P	 1	29	SypO2	 46	     2242	70.0
 1	P	 1	29	SypO2	 46	     2245	69.7
 1	P	 1	29	SypO2	 47	     2207	71.0
 1	P	 1	29	SypO2	 47	     2217	71.0
 1	P	 1	29	SypO2	 47	     2211	70.9
 1	P	 1	29	SypO2	 48	     2172	72.0
 1	P	 1	29	SypO2	 48	     2182	71.9
 1	P	 1	29	SypO2	 48	     2186	71.7
 1	P	 1	29	SypO2	 49	     2153	72.9
 1	P	 1	29	SypO2	 49	     2153	72.9
 1	P	 1	29	SypO2	 49	     2156	72.9
 1	P	 1	29	SypO2	 50	     2127	74.2
 1	P	 1	29	SypO2	 50	     2119	74.0
 1	P	 1	29	SypO2	 50	     2126	73.7
 1	P	 1	29	SypO2	 51	     2100	75.0
 1	P	 1	29	SypO2	 51	     2093	74.7
 1	P	 1	29	SypO2	 51	     2096	74.7
 1	P	 1	29	SypO2	 52	     2072	76.2
 1	P	 1	29	SypO2	 52	     2072	76.0
 1	P	 1	29	SypO2	 52	     2069	75.7
 1	P	 1	29	SypO2	 53	     2048	77.0
 1	P	 1	29	SypO2	 53	     2047	76.7
 1	P	 1	29	SypO2	 53	     2042	76.7
 1	P	 1	29	SypO2	 54	     2015	78.0
 1	P	 1	29	SypO2	 54	     2018	78.0
 1	P	 1	29	SypO2	 54	     2020	77.7
 1	P	 1	29	SypO2	 55	     2001	79.2
 1	P	 1	29	SypO2	 55	     1997	78.9
 1	P	 1	29	SypO2	 55	     2004	78.7
 1	P	 1	29	SypO2	 56	     1980	80.2
 1	P	 1	29	SypO2	 56	     1977	80.0
 1	P	 1	29	SypO2	 56	     1987	79.9
 1	P	 1	29	SypO2	 57	     1972	81.0
 1	P	 1	29	SypO2	 57	     1968	80.9
 1	P	 1	29	SypO2	 57	     1964	80.7
 1	P	 1	29	SypO2	 58	     1950	82.2
 1	P	 1	29	SypO2	 58	     1945	82.2
 1	P	 1	29	SypO2	 58	     1952	81.9
 1	P	 1	29	SypO2	 59	     1932	83.2
 1	P	 1	29	SypO2	 59	     1928	82.9
 1	P	 1	29	SypO2	 59	     1932	82.7
 1	P	 1	29	SypO2	 60	     1917	84.0
 1	P	 1	29	SypO2	 60	     1915	83.9
 1	P	 1	29	SypO2	 60	     1913	83.7
 1	P	 1	29	SypO2	 61	     1897	85.0
 1	P	 1	29	SypO2	 61	     1895	85.0
 1	P	 1	29	SypO2	 61	     1895	84.9
 1	P	 1	29	SypO2	 62	     1883	86.0
 1	P	 1	29	SypO2	 62	     1883	85.9
 1	P	 1	29	SypO2	 62	     1882	85.7
 1	P	 1	29	SypO2	 63	     1868	86.9
 1	P	 1	29	SypO2	 63	     1863	86.9
 1	P	 1	29	SypO2	 63	     1868	86.7
 1	P	 1	29	SypO2	 64	     1852	88.2
 1	P	 1	29	SypO2	 64	     1852	88.0
 1	P	 1	29	SypO2	 64	     1849	87.7
 1	P	 1	29	SypO2	 65	     1843	89.0
 1	P	 1	29	SypO2	 65	     1842	89.0
 1	P	 1	29	SypO2	 65	     1835	88.9
 1	P	 1	29	SypO2	 66	     1832	90.0
 1	P	 1	29	SypO2	 66	     1830	89.9
 1	P	 1	29	SypO2	 66	     1833	89.7
 1	P	 1	29	SypO2	 67	     1822	91.0
 1	P	 1	29	SypO2	 67	     1820	90.9
 1	P	 1	29	SypO2	 67	     1822	90.7
 1	P	 1	29	SypO2	 68	     1812	91.9
 1	P	 1	29	SypO2	 68	     1813	91.7
 1	P	 1	29	SypO2	 68	     1807	91.7
 1	P	 1	29	SypO2	 69	     1802	93.0
 1	P	 1	29	SypO2	 69	     1803	92.9
 1	P	 1	29	SypO2	 69	     1801	92.7
 1	P	 1	29	SypO2	 70	     1796	93.9
 1	P	 1	29	SypO2	 70	     1799	93.7
 1	P	 1	29	SypO2	 70	     1797	93.7
 1	P	 1	29	SypO2	 71	     1790	95.0
 1	P	 1	29	SypO2	 71	     1790	94.9
 1	P	 1	29	SypO2	 71	     1788	94.9
 1	P	 1	30	SypO2	  1	     1782	24.8
 1	P	 1	30	SypO2	  1	     1779	24.8
 1	P	 1	30	SypO2	  1	     1779	25.0
 1	P	 1	30	SypO2	  2	     1783	25.6
 1	P	 1	30	SypO2	  2	     1781	25.6
 1	P	 1	30	SypO2	  2	     1780	25.6
 1	P	 1	30	SypO2	  3	     1778	26.8
 1	P	 1	30	SypO2	  3	     1775	26.8
 1	P	 1	30	SypO2	  3	     1782	27.0
 1	P	 1	30	SypO2	  4	     1777	28.0
 1	P	 1	30	SypO2	  4	     1778	28.0
 1	P	 1	30	SypO2	  4	     1777	27.8
 1	P	 1	30	SypO2	  5	     1778	29.0
 1	P	 1	30	SypO2	  5	     1771	28.8
 1	P	 1	30	SypO2	  5	     1776	28.8
 1	P	 1	30	SypO2	  6	     1776	30.0
 1	P	 1	30	SypO2	  6	     1772	29.8
 1	P	 1	30	SypO2	  6	     1778	29.8
 1	P	 1	30	SypO2	  7	     1774	31.0
 1	P	 1	30	SypO2	  7	     1775	31.0
 1	P	 1	30	SypO2	  7	     1776	30.8
 1	P	 1	30	SypO2	  8	     1773	31.8
 1	P	 1	30	SypO2	  8	     1775	31.8
 1	P	 1	30	SypO2	  8	     1775	31.8
 1	P	 1	30	SypO2	  9	     1774	32.7
 1	P	 1	30	SypO2	  9	     1773	32.8
 1	P	 1	30	SypO2	  9	     1773	32.8
 1	P	 1	30	SypO2	 10	     1770	33.8
 1	P	 1	30	SypO2	 10	     1770	33.8
 1	P	 1	30	SypO2	 10	     1770	33.7
 1	P	 1	30	SypO2	 11	     1771	34.8
 1	P	 1	30	SypO2	 11	     1769	34.8
 1	P	 1	30	SypO2	 11	     1772	34.8
 1	P	 1	30	SypO2	 12	     1769	36.0
 1	P	 1	30	SypO2	 12	     1770	35.8
 1	P	 1	30	SypO2	 12	     1769	35.8
 1	P	 1	30	SypO2	 13	     1770	36.8
 1	P	 1	30	SypO2	 13	     1773	36.8
 1	P	 1	30	SypO2	 13	     1768	36.8
 1	P	 1	30	SypO2	 14	     1771	37.7
 1	P	 1	30	SypO2	 14	     1770	37.7
 1	P	 1	30	SypO2	 14	     1768	37.7
 1	P	 1	30	SypO2	 15	     1768	38.8
 1	P	 1	30	SypO2	 15	     1767	38.7
 1	P	 1	30	SypO2	 15	     1768	38.7
 1	P	 1	30	SypO2	 16	     1768	39.7
 1	P	 1	30	SypO2	 16	     1768	39.7
 1	P	 1	30	SypO2	 16	     1766	39.8
 1	P	 1	30	SypO2	 17	     1769	40.8
 1	P	 1	30	SypO2	 17	     1766	40.8
 1	P	 1	30	SypO2	 17	     1768	40.7
 1	P	 1	30	SypO2	 18	     1769	41.7
 1	P	 1	30	SypO2	 18	     1770	41.7
 1	P	 1	30	SypO2	 18	     1765	41.7
 1	P	 1	30	SypO2	 19	     1764	42.7
 1	P	 1	30	SypO2	 19	     1767	42.7
 1	P	 1	30	SypO2	 19	     1769	42.7
 1	P	 1	30	SypO2	 20	     1769	43.7
 1	P	 1	30	SypO2	 20	     1771	43.7
 1	P	 1	30	SypO2	 20	     1773	43.7
 1	P	 1	30	SypO2	 21	     1770	45.0
 1	P	 1	30	SypO2	 21	     1771	44.8
 1	P	 1	30	SypO2	 21	     1771	44.8
 1	P	 1	30	SypO2	 22	     1774	46.0
 1	P	 1	30	SypO2	 22	     1772	45.8
 1	P	 1	30	SypO2	 22	     1774	45.7
 1	P	 1	30	SypO2	 23	     1777	46.7
 1	P	 1	30	SypO2	 23	     1776	46.7
 1	P	 1	30	SypO2	 23	     1774	46.7
 1	P	 1	30	SypO2	 24	     1780	48.0
 1	P	 1	30	SypO2	 24	     1779	47.8
 1	P	 1	30	SypO2	 24	     1784	47.7
 1	P	 1	30	SypO2	 25	     1785	48.8
 1	P	 1	30	SypO2	 25	     1783	48.8
 1	P	 1	30	SypO2	 25	     1786	48.7
 1	P	 1	30	SypO2	 26	     1794	49.8
 1	P	 1	30	SypO2	 26	     1793	49.8
 1	P	 1	30	SypO2	 26	     1798	49.7
 1	P	 1	30	SypO2	 27	     1816	50.8
 1	P	 1	30	SypO2	 27	     1816	50.8
 1	P	 1	30	SypO2	 27	     1819	50.7
 1	P	 1	30	SypO2	 28	     1843	51.8
 1	P	 1	30	SypO2	 28	     1849	51.7
 1	P	 1	30	SypO2	 28	     1852	51.7
 1	P	 1	30	SypO2	 29	     1900	52.8
 1	P	 1	30	SypO2	 29	     1907	52.7
 1	P	 1	30	SypO2	 29	     1914	52.7
 1	P	 1	30	SypO2	 30	     1980	54.0
 1	P	 1	30	SypO2	 30	     1997	53.8
 1	P	 1	30	SypO2	 30	     2006	53.7
 1	P	 1	30	SypO2	 31	     2112	55.0
 1	P	 1	30	SypO2	 31	     2124	54.7
 1	P	 1	30	SypO2	 31	     2142	54.7
 1	P	 1	30	SypO2	 32	     2256	55.8
 1	P	 1	30	SypO2	 32	     2270	55.7
 1	P	 1	30	SypO2	 32	     2287	55.7
 1	P	 1	30	SypO2	 33	     2388	57.1
 1	P	 1	30	SypO2	 33	     2392	56.7
 1	P	 1	30	SypO2	 33	     2415	56.7
 1	P	 1	30	SypO2	 34	     2468	58.0
 1	P	 1	30	SypO2	 34	     2478	57.8
 1	P	 1	30	SypO2	 34	     2480	57.7
 1	P	 1	30	SypO2	 35	     2491	59.0
 1	P	 1	30	SypO2	 35	     2506	58.7
 1	P	 1	30	SypO2	 35	     2509	58.7
 1	P	 1	30	SypO2	 36	     2484	60.1
 1	P	 1	30	SypO2	 36	     2502	59.8
 1	P	 1	30	SypO2	 36	     2504	59.7
 1	P	 1	30	SypO2	 37	     2476	61.0
 1	P	 1	30	SypO2	 37	     2487	60.8
 1	P	 1	30	SypO2	 37	     2475	60.7
 1	P	 1	30	SypO2	 38	     2442	62.1
 1	P	 1	30	SypO2	 38	     2438	61.8
 1	P	 1	30	SypO2	 38	     2439	61.7
 1	P	 1	30	SypO2	 39	     2407	63.2
 1	P	 1	30	SypO2	 39	     2400	62.8
 1	P	 1	30	SypO2	 39	     2411	62.7
 1	P	 1	30	SypO2	 40	     2365	64.0
 1	P	 1	30	SypO2	 40	     2363	63.8
 1	P	 1	30	SypO2	 40	     2364	63.7
 1	P	 1	30	SypO2	 41	     2329	64.9
 1	P	 1	30	SypO2	 41	     2325	64.7
 1	P	 1	30	SypO2	 41	     2321	64.7
 1	P	 1	30	SypO2	 42	     2292	66.0
 1	P	 1	30	SypO2	 42	     2286	65.9
 1	P	 1	30	SypO2	 42	     2294	65.7
 1	P	 1	30	SypO2	 43	     2252	67.0
 1	P	 1	30	SypO2	 43	     2250	67.0
 1	P	 1	30	SypO2	 43	     2245	66.7
 1	P	 1	30	SypO2	 44	     2220	67.9
 1	P	 1	30	SypO2	 44	     2225	67.9
 1	P	 1	30	SypO2	 44	     2220	67.7
 1	P	 1	30	SypO2	 45	     2185	69.0
 1	P	 1	30	SypO2	 45	     2191	68.9
 1	P	 1	30	SypO2	 45	     2192	68.7
 1	P	 1	30	SypO2	 46	     2167	70.0
 1	P	 1	30	SypO2	 46	     2163	69.9
 1	P	 1	30	SypO2	 46	     2158	69.7
 1	P	 1	30	SypO2	 47	     2137	71.0
 1	P	 1	30	SypO2	 47	     2136	71.0
 1	P	 1	30	SypO2	 47	     2135	70.7
 1	P	 1	30	SypO2	 48	     2111	72.0
 1	P	 1	30	SypO2	 48	     2113	71.9
 1	P	 1	30	SypO2	 48	     2108	71.7
 1	P	 1	30	SypO2	 49	     2090	72.9
 1	P	 1	30	SypO2	 49	     2090	72.9
 1	P	 1	30	SypO2	 49	     2090	72.7
 1	P	 1	30	SypO2	 50	     2057	74.2
 1	P	 1	30	SypO2	 50	     2056	74.0
 1	P	 1	30	SypO2	 50	     2062	73.7
 1	P	 1	30	SypO2	 51	     2039	74.9
 1	P	 1	30	SypO2	 51	     2040	74.7
 1	P	 1	30	SypO2	 51	     2039	74.7
 1	P	 1	30	SypO2	 52	     2017	76.2
 1	P	 1	30	SypO2	 52	     2018	76.0
 1	P	 1	30	SypO2	 52	     2014	75.7
 1	P	 1	30	SypO2	 53	     1991	77.0
 1	P	 1	30	SypO2	 53	     1988	76.7
 1	P	 1	30	SypO2	 53	     1990	76.7
 1	P	 1	30	SypO2	 54	     1976	78.0
 1	P	 1	30	SypO2	 54	     1970	77.9
 1	P	 1	30	SypO2	 54	     1977	77.7
 1	P	 1	30	SypO2	 55	     1948	79.0
 1	P	 1	30	SypO2	 55	     1956	78.9
 1	P	 1	30	SypO2	 55	     1954	78.7
 1	P	 1	30	SypO2	 56	     1937	80.2
 1	P	 1	30	SypO2	 56	     1941	80.0
 1	P	 1	30	SypO2	 56	     1937	79.7
 1	P	 1	30	SypO2	 57	     1924	81.0
 1	P	 1	30	SypO2	 57	     1925	80.7
 1	P	 1	30	SypO2	 57	     1927	80.7
 1	P	 1	30	SypO2	 58	     1912	82.2
 1	P	 1	30	SypO2	 58	     1907	82.0
 1	P	 1	30	SypO2	 58	     1911	81.7
 1	P	 1	30	SypO2	 59	     1898	83.0
 1	P	 1	30	SypO2	 59	     1896	82.7
 1	P	 1	30	SypO2	 59	     1893	82.5
 1	P	 1	30	SypO2	 60	     1878	84.0
 1	P	 1	30	SypO2	 60	     1878	83.9
 1	P	 1	30	SypO2	 60	     1880	83.7
 1	P	 1	30	SypO2	 61	     1865	85.0
 1	P	 1	30	SypO2	 61	     1861	85.0
 1	P	 1	30	SypO2	 61	     1868	84.7
 1	P	 1	30	SypO2	 62	     1855	86.0
 1	P	 1	30	SypO2	 62	     1848	85.9
 1	P	 1	30	SypO2	 62	     1851	85.7
 1	P	 1	30	SypO2	 63	     1839	86.9
 1	P	 1	30	SypO2	 63	     1840	86.9
 1	P	 1	30	SypO2	 63	     1840	86.7
 1	P	 1	30	SypO2	 64	     1830	88.0
 1	P	 1	30	SypO2	 64	     1830	87.9
 1	P	 1	30	SypO2	 64	     1827	87.7
 1	P	 1	30	SypO2	 65	     1820	89.0
 1	P	 1	30	SypO2	 65	     1817	89.0
 1	P	 1	30	SypO2	 65	     1820	88.7
 1	P	 1	30	SypO2	 66	     1809	90.0
 1	P	 1	30	SypO2	 66	     1810	89.7
 1	P	 1	30	SypO2	 66	     1806	89.7
 1	P	 1	30	SypO2	 67	     1804	91.0
 1	P	 1	30	SypO2	 67	     1801	90.7
 1	P	 1	30	SypO2	 67	     1802	90.7
 1	P	 1	30	SypO2	 68	     1797	91.9
 1	P	 1	30	SypO2	 68	     1797	91.7
 1	P	 1	30	SypO2	 68	     1793	91.7
 1	P	 1	30	SypO2	 69	     1788	93.0
 1	P	 1	30	SypO2	 69	     1789	92.7
 1	P	 1	30	SypO2	 69	     1786	92.7
 1	P	 1	30	SypO2	 70	     1781	93.9
 1	P	 1	30	SypO2	 70	     1778	93.7
 1	P	 1	30	SypO2	 70	     1781	93.7
 1	P	 1	30	SypO2	 71	     1777	95.0
 1	P	 1	30	SypO2	 71	     1773	94.9
 1	P	 1	30	SypO2	 71	     1776	94.7
 1	P	 1	31	SypO2	  1	     1738	24.8
 1	P	 1	31	SypO2	  1	     1735	24.8
 1	P	 1	31	SypO2	  1	     1738	25.0
 1	P	 1	31	SypO2	  2	     1738	25.6
 1	P	 1	31	SypO2	  2	     1737	25.6
 1	P	 1	31	SypO2	  2	     1739	25.6
 1	P	 1	31	SypO2	  3	     1739	26.8
 1	P	 1	31	SypO2	  3	     1735	26.8
 1	P	 1	31	SypO2	  3	     1736	27.0
 1	P	 1	31	SypO2	  4	     1736	28.0
 1	P	 1	31	SypO2	  4	     1736	28.0
 1	P	 1	31	SypO2	  4	     1738	27.8
 1	P	 1	31	SypO2	  5	     1734	29.0
 1	P	 1	31	SypO2	  5	     1735	28.8
 1	P	 1	31	SypO2	  5	     1735	28.8
 1	P	 1	31	SypO2	  6	     1735	30.0
 1	P	 1	31	SypO2	  6	     1734	29.8
 1	P	 1	31	SypO2	  6	     1737	29.8
 1	P	 1	31	SypO2	  7	     1737	31.0
 1	P	 1	31	SypO2	  7	     1734	31.0
 1	P	 1	31	SypO2	  7	     1732	30.8
 1	P	 1	31	SypO2	  8	     1734	31.8
 1	P	 1	31	SypO2	  8	     1731	31.8
 1	P	 1	31	SypO2	  8	     1735	31.8
 1	P	 1	31	SypO2	  9	     1730	32.7
 1	P	 1	31	SypO2	  9	     1733	32.8
 1	P	 1	31	SypO2	  9	     1736	32.8
 1	P	 1	31	SypO2	 10	     1734	33.8
 1	P	 1	31	SypO2	 10	     1732	33.8
 1	P	 1	31	SypO2	 10	     1731	33.7
 1	P	 1	31	SypO2	 11	     1731	34.8
 1	P	 1	31	SypO2	 11	     1734	34.8
 1	P	 1	31	SypO2	 11	     1732	34.8
 1	P	 1	31	SypO2	 12	     1730	36.0
 1	P	 1	31	SypO2	 12	     1734	35.8
 1	P	 1	31	SypO2	 12	     1731	35.8
 1	P	 1	31	SypO2	 13	     1731	36.8
 1	P	 1	31	SypO2	 13	     1731	36.8
 1	P	 1	31	SypO2	 13	     1733	36.8
 1	P	 1	31	SypO2	 14	     1728	37.7
 1	P	 1	31	SypO2	 14	     1731	37.7
 1	P	 1	31	SypO2	 14	     1732	37.7
 1	P	 1	31	SypO2	 15	     1729	38.8
 1	P	 1	31	SypO2	 15	     1733	38.7
 1	P	 1	31	SypO2	 15	     1733	38.7
 1	P	 1	31	SypO2	 16	     1731	39.7
 1	P	 1	31	SypO2	 16	     1732	39.7
 1	P	 1	31	SypO2	 16	     1730	39.8
 1	P	 1	31	SypO2	 17	     1729	40.8
 1	P	 1	31	SypO2	 17	     1730	40.8
 1	P	 1	31	SypO2	 17	     1734	40.7
 1	P	 1	31	SypO2	 18	     1734	41.7
 1	P	 1	31	SypO2	 18	     1731	41.7
 1	P	 1	31	SypO2	 18	     1728	41.7
 1	P	 1	31	SypO2	 19	     1734	42.7
 1	P	 1	31	SypO2	 19	     1732	42.7
 1	P	 1	31	SypO2	 19	     1730	42.7
 1	P	 1	31	SypO2	 20	     1737	43.7
 1	P	 1	31	SypO2	 20	     1732	43.7
 1	P	 1	31	SypO2	 20	     1733	43.7
 1	P	 1	31	SypO2	 21	     1734	45.0
 1	P	 1	31	SypO2	 21	     1734	44.8
 1	P	 1	31	SypO2	 21	     1736	44.8
 1	P	 1	31	SypO2	 22	     1736	46.0
 1	P	 1	31	SypO2	 22	     1735	45.8
 1	P	 1	31	SypO2	 22	     1738	45.7
 1	P	 1	31	SypO2	 23	     1738	46.7
 1	P	 1	31	SypO2	 23	     1742	46.7
 1	P	 1	31	SypO2	 23	     1739	46.7
 1	P	 1	31	SypO2	 24	     1743	48.0
 1	P	 1	31	SypO2	 24	     1741	47.8
 1	P	 1	31	SypO2	 24	     1745	47.7
 1	P	 1	31	SypO2	 25	     1751	48.8
 1	P	 1	31	SypO2	 25	     1750	48.8
 1	P	 1	31	SypO2	 25	     1752	48.7
 1	P	 1	31	SypO2	 26	     1759	49.8
 1	P	 1	31	SypO2	 26	     1762	49.8
 1	P	 1	31	SypO2	 26	     1764	49.7
 1	P	 1	31	SypO2	 27	     1779	50.8
 1	P	 1	31	SypO2	 27	     1782	50.8
 1	P	 1	31	SypO2	 27	     1788	50.7
 1	P	 1	31	SypO2	 28	     1813	51.8
 1	P	 1	31	SypO2	 28	     1817	51.7
 1	P	 1	31	SypO2	 28	     1820	51.7
 1	P	 1	31	SypO2	 29	     1871	52.8
 1	P	 1	31	SypO2	 29	     1876	52.7
 1	P	 1	31	SypO2	 29	     1887	52.7
 1	P	 1	31	SypO2	 30	     1958	54.0
 1	P	 1	31	SypO2	 30	     1974	53.8
 1	P	 1	31	SypO2	 30	     1982	53.7
 1	P	 1	31	SypO2	 31	     2086	55.0
 1	P	 1	31	SypO2	 31	     2102	54.7
 1	P	 1	31	SypO2	 31	     2115	54.7
 1	P	 1	31	SypO2	 32	     2237	55.8
 1	P	 1	31	SypO2	 32	     2255	55.7
 1	P	 1	31	SypO2	 32	     2265	55.7
 1	P	 1	31	SypO2	 33	     2367	57.1
 1	P	 1	31	SypO2	 33	     2383	56.7
 1	P	 1	31	SypO2	 33	     2387	56.7
 1	P	 1	31	SypO2	 34	     2443	58.0
 1	P	 1	31	SypO2	 34	     2461	57.8
 1	P	 1	31	SypO2	 34	     2454	57.7
